id_product,category,product_name,id_subcategory
1787,Office Supplies,Avery 479,3
1788,Technology,Okidata C610n Printer,16
1789,Office Supplies,Xerox 229,11
1790,Office Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,15
1791,Furniture,Nu-Dell EZ-Mount Plastic Wall Frames,6
1792,Furniture,Tensor Track Tree Floor Lamp,6
1793,Furniture,Hon Olson Stacker Chairs,2
1794,Office Supplies,Belkin 7-Outlet SurgeMaster Home Series,10
1795,Technology,Griffin GC36547 PowerJolt SE Lightning Charger,8
1796,Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,6
1797,Technology,Cherry 142-key Programmable Keyboard,12
1798,Technology,Motorola L703CM,8
1799,Technology,NeatDesk Desktop Scanner & Digital Filing System,16
1800,Office Supplies,Hoover Commercial Lightweight Upright Vacuum,10
1801,Office Supplies,Xerox 1976,11
1802,Office Supplies,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",7
1803,Office Supplies,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",9
1804,Office Supplies,Xerox 1983,11
1805,Furniture,"Tenex Chairmat w/ Average Lip, 45"" x 53""",6
1806,Technology,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",16
1807,Office Supplies,Avery 484,3
1808,Furniture,Electrix Fluorescent Magnifier Lamps & Weighted Base,6
1809,Office Supplies,Space Solutions Industrial Galvanized Steel Shelving.,5
1810,Technology,Plantronics Single Ear Headset,16
1811,Technology,Zebra GK420t Direct Thermal/Thermal Transfer Printer,16
1812,Furniture,"Tensor ""Hersey Kiss"" Styled Floor Lamp",6
1813,Technology,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,12
1814,Office Supplies,Hoover Commercial SteamVac,10
1815,Office Supplies,Xerox 1938,11
1816,Technology,NETGEAR RangeMax WNR1000 Wireless Router,12
1817,Office Supplies,Xerox 1899,11
1818,Technology,Hewlett-Packard Desktjet 6988DT Refurbished Printer,16
1819,Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",1
1820,Furniture,"Executive Impressions 16-1/2"" Circular Wall Clock",6
1821,Technology,Okidata MB760 Printer,16
1822,Office Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",7
1823,Furniture,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",6
1824,Office Supplies,Sterling Rubber Bands by Alliance,14
1825,Office Supplies,Kensington 6 Outlet SmartSocket Surge Protector,10
1826,Technology,Maxell CD-R Discs,12
1827,Office Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,7
1828,Office Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",15
1829,Technology,Star Micronics TSP100 TSP143LAN Receipt Printer,16
1830,Office Supplies,Xerox 1955,11
1831,Office Supplies,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",11
1832,Office Supplies,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",11
1833,Technology,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,16
1834,Technology,Lexmark 20R1285 X6650 Wireless All-in-One Printer,16
1835,Technology,Nokia Lumia 1020,8
1836,Office Supplies,Acme Serrated Blade Letter Opener,15
1837,Technology,Okidata B401 Printer,16
1838,Office Supplies,Xerox Blank Computer Paper,11
1839,Office Supplies,4009 Highlighters,7
1840,Furniture,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,2
1841,Office Supplies,Self-Adhesive Address Labels for Typewriters with Dispenser Box,3
1842,Furniture,Office Star - Task Chair with Contemporary Loop Arms,2
1843,Office Supplies,Grip Seal Envelopes,13
1844,Technology,Penpower WorldCard Pro Card Scanner,16
1845,Technology,Sony 8GB Class 10 Micro SDHC R40 Memory Card,12
1846,Technology,RCA ViSYS 25425RE1 Corded phone,8
1847,Technology,Cisco 8961 IP Phone Charcoal,16
1848,Office Supplies,"Eureka Hand Vacuum, Bagless",10
1849,Technology,LG G2,8
1850,Office Supplies,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,5
